prospect_id,draft_year,display_name,position,position_group,college_id,college_name,age,height_inches,weight_lbs,scout_grade,projected_round,floor_rating,ceiling_rating,bust_risk,forty_yard,scouting_confidence,prospect_class,data_class
PRO2027_274,2027,Kolby Rochell,WR,Receiver,COL0107,Quarry Hill University,22,68,180,52.8,Priority UDFA,40,71,58,4.51,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_275,2027,Jericho Bolduc,CB,Secondary,COL0026,Marbury College,22,70,191,56.8,Round 7,46,78,16,4.69,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_276,2027,Colston Nangle,CB,Secondary,COL0100,Thornfield University,20,69,193,44.4,Priority UDFA,35,53,27,4.45,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_277,2027,Angus Ahearn,DT,Front Seven,COL0109,Quarry Hill A&M,21,72,299,52.7,Priority UDFA,41,72,51,4.61,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_278,2027,Niles Broussard,EDGE,Front Seven,COL0027,Marbury Institute,22,75,269,40.5,Priority UDFA,35,51,49,4.48,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_279,2027,Caleb Nunnally,DT,Front Seven,COL0151,Cedar Falls A&M,23,73,318,41.0,Priority UDFA,35,54,48,4.83,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_280,2027,Harlan Gainer,CB,Secondary,COL0229,Dunmore College,21,71,193,63.2,Round 5,51,75,45,4.51,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_281,2027,Wyatt Haywood,OG,O-Line,COL0144,Whitepine A&M,21,75,329,61.8,Round 6,52,74,59,4.73,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_282,2027,Raul Udoh,RB,Backfield,COL0240,Talbot University,21,67,209,66.2,Round 5,60,76,34,4.71,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_283,2027,Cullen Ironside,TE,Receiver,COL0039,Kelvinridge A&M,21,77,239,80.2,Round 2,74,86,50,4.56,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_284,2027,Fletcher Herrera,WR,Receiver,COL0222,Foxcroft College,21,74,197,60.0,Round 6,52,76,55,4.32,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_285,2027,Neville Sistrunk,TE,Receiver,COL0051,Redbluff University,20,76,244,48.9,Priority UDFA,39,69,71,4.48,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_286,2027,Vance Waskiewicz,WR,Receiver,COL0192,Pinehurst Valley Tech,21,72,227,61.2,Round 6,48,80,57,4.41,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_287,2027,Malachi Chenoweth,LB,Front Seven,COL0187,Sunderland College,22,75,232,49.6,Priority UDFA,36,66,66,4.55,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_288,2027,Pascal Kolodziej,S,Secondary,COL0182,Mount Verity State Tech,21,71,195,59.9,Round 6,49,70,54,4.47,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_289,2027,Roscoe Kincaid,RB,Backfield,COL0139,Larkspur Institute,22,69,200,58.8,Round 6,50,65,60,4.42,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_290,2027,Octavio Morrissey,CB,Secondary,COL0151,Cedar Falls A&M,22,71,187,51.4,Priority UDFA,42,66,51,4.42,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_291,2027,Zebulon Gaddis,CB,Secondary,COL0204,Lakemont State,22,71,196,52.6,Priority UDFA,39,68,72,4.43,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_292,2027,Conrad Brightwell,OG,O-Line,COL0092,Bellhaven State,22,77,333,73.7,Round 3,68,87,35,4.78,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_293,2027,Malcolm Merriweather,DT,Front Seven,COL0009,Fort Grayson University,22,75,296,66.7,Round 5,58,74,50,4.78,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_294,2027,Cormac Ravenel,RB,Backfield,COL0221,Foxcroft A&M,22,72,214,61.4,Round 6,55,82,36,4.36,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_295,2027,Juelz Broussard,S,Secondary,COL0072,Cypress Hollow University,23,71,204,61.7,Round 6,50,75,36,4.29,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_296,2027,Boone Hufanga,S,Secondary,COL0128,Emberton University,24,73,216,73.2,Round 3,63,94,34,4.33,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_297,2027,Blaise Nangle,WR,Receiver,COL0077,Cypress Hollow State Tech,21,72,189,47.2,Priority UDFA,37,64,25,4.43,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_298,2027,Jonas Bhatt,OG,O-Line,COL0087,Westmoor Tech,21,76,311,51.2,Priority UDFA,42,58,26,4.75,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_299,2027,Bishop Merriweather,QB,Quarterback,COL0242,Talbot A&M,21,73,223,53.3,Round 7,41,73,42,4.57,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_300,2027,Baldwin Humphries,OT,O-Line,COL0030,Stonewell University,21,79,299,64.5,Round 5,54,75,51,4.66,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_301,2027,Knox Tullis,S,Secondary,COL0059,Havenport Tech,20,72,194,61.6,Round 6,50,80,50,4.43,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_302,2027,Phelan Sweatman,RB,Backfield,COL0176,Mount Verity State,23,69,210,68.0,Round 4,55,86,62,4.58,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_303,2027,Avery Brisco,TE,Receiver,COL0159,Granite Bay College,23,78,244,76.6,Round 3,66,96,43,4.67,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_304,2027,Willem Shackleford,CB,Secondary,COL0148,Cedar Falls State,21,70,189,77.8,Round 3,66,99,45,4.77,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_305,2027,Lennox Ogletree,RB,Backfield,COL0149,Cedar Falls University,21,67,208,57.9,Round 7,49,71,40,4.39,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_306,2027,Kalen Wisniewski,WR,Receiver,COL0255,Bramblewood Tech,21,75,195,72.0,Round 4,60,89,23,4.53,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_307,2027,Montell Darboe,CB,Secondary,COL0001,Calderwood State,22,72,191,71.5,Round 4,59,83,43,4.31,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_308,2027,Micah Adeyemi,C,O-Line,COL0040,Kelvinridge College,21,75,303,59.6,Round 6,46,72,36,4.42,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_309,2027,Nehemiah Wrighster,LB,Front Seven,COL0172,Harrowgate A&M,22,72,245,64.9,Round 5,56,78,47,4.75,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_310,2027,Orson Kinlaw,K,Specialist,COL0006,Calderwood Institute,20,73,193,64.5,Round 5,52,73,43,4.38,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_311,2027,Phelan Grimsley,QB,Quarterback,COL0169,Harrowgate State,22,76,212,62.6,Round 6,52,77,58,4.43,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_312,2027,Reginald Driscoll,TE,Receiver,COL0074,Cypress Hollow A&M,23,76,244,54.3,Round 7,45,60,7,4.24,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_313,2027,Colston Galbraith,S,Secondary,COL0124,Falcon Ridge College,22,72,200,79.5,Round 2,72,91,30,4.44,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_314,2027,Bruno Harmon,LB,Front Seven,COL0103,Thornfield College,21,76,250,56.7,Round 7,47,66,54,4.53,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_315,2027,Cade Wheelwright,K,Specialist,COL0238,Clearwater Ridge State Tech,21,70,192,62.7,Round 6,58,73,88,4.34,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_316,2027,Barnes Yiadom,RB,Backfield,COL0122,Falcon Ridge Tech,21,70,218,46.3,Priority UDFA,35,60,22,4.73,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_317,2027,Hadley Magnusson,QB,Quarterback,COL0050,Redbluff State,20,74,224,63.1,Round 5,54,72,82,4.36,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_318,2027,Kellan Durrant,OT,O-Line,COL0206,Lakemont Tech,20,75,306,63.0,Round 6,56,76,59,4.69,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_319,2027,Kruz Cundiff,CB,Secondary,COL0172,Harrowgate A&M,21,70,184,42.2,Priority UDFA,35,58,30,4.42,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_320,2027,Vance Tegeler,RB,Backfield,COL0158,Granite Bay A&M,20,70,205,62.3,Round 6,52,68,51,4.45,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_321,2027,Miller Morrissey,DT,Front Seven,COL0120,Falcon Ridge State,22,74,306,69.9,Round 4,60,78,3,4.77,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_322,2027,Zamir Selvie,CB,Secondary,COL0045,Northcrest Tech,22,68,193,66.5,Round 5,58,89,71,4.22,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_323,2027,Nolan Gallardo,CB,Secondary,COL0216,Ravensburg Institute,22,70,194,59.5,Round 6,47,79,28,4.28,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_324,2027,Benoit Dumervil,OT,O-Line,COL0216,Ravensburg Institute,20,78,320,60.6,Round 6,53,66,56,4.76,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_325,2027,Kingston Eckhardt,EDGE,Front Seven,COL0042,Kelvinridge State Tech,21,77,277,74.4,Round 3,61,81,93,4.63,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_326,2027,Atticus Jelks,WR,Receiver,COL0219,Foxcroft University,22,69,195,66.3,Round 5,60,80,45,4.39,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_327,2027,Heath Linscomb,EDGE,Front Seven,COL0079,Iron Gate University,20,77,272,68.3,Round 4,61,90,85,4.58,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_328,2027,Cairo Lessard,FB,Backfield,COL0169,Harrowgate State,21,71,239,65.2,Round 5,57,79,55,4.51,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_329,2027,Jaxton Roache,OT,O-Line,COL0027,Marbury Institute,22,78,308,64.4,Round 5,59,85,24,4.65,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_330,2027,Gibson Hufanga,WR,Receiver,COL0100,Thornfield University,22,72,222,57.1,Round 7,46,79,13,4.46,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_331,2027,Woodrow Hooker,S,Secondary,COL0217,Ravensburg State Tech,21,71,210,60.6,Round 6,54,74,70,4.38,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_332,2027,Nehemiah Merriweather,OG,O-Line,COL0040,Kelvinridge College,21,74,300,68.1,Round 4,64,79,40,4.77,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_333,2027,Micah Smallwood,DT,Front Seven,COL0108,Quarry Hill Tech,21,76,320,74.0,Round 3,66,97,53,4.86,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_334,2027,Kermit Sidibe,CB,Secondary,COL0229,Dunmore College,23,70,190,44.4,Priority UDFA,36,54,39,4.33,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_335,2027,Whitaker Mayfield,P,Specialist,COL0171,Harrowgate Tech,21,72,207,67.2,Round 5,60,88,52,4.38,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_336,2027,Vaughn Hitchens,DT,Front Seven,COL0252,Winslow State Tech,20,75,299,47.1,Priority UDFA,38,56,51,4.71,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_337,2027,Amos Roscoe,S,Secondary,COL0204,Lakemont State,21,72,206,67.6,Round 5,57,80,72,4.22,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_338,2027,Mack Dewitt,DT,Front Seven,COL0235,Clearwater Ridge A&M,21,75,318,71.1,Round 4,66,80,16,4.69,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_339,2027,Maurice Gentry,OT,O-Line,COL0253,Bramblewood State,21,77,309,63.6,Round 5,55,86,57,4.77,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_340,2027,Wilder Appleton,RB,Backfield,COL0032,Stonewell A&M,20,69,215,44.5,Priority UDFA,37,57,43,4.63,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_341,2027,Torin Mabry,EDGE,Front Seven,COL0120,Falcon Ridge State,22,74,266,53.5,Round 7,45,60,23,4.48,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_342,2027,Terrance Ahearn,LB,Front Seven,COL0076,Cypress Hollow Institute,21,75,237,50.5,Priority UDFA,37,58,60,4.75,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_343,2027,Jericho Trufant,CB,Secondary,COL0026,Marbury College,21,69,184,60.7,Round 6,48,76,67,4.64,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_344,2027,Bryce Spillane,CB,Secondary,COL0014,Fort Grayson State Tech,21,69,204,62.9,Round 6,52,83,51,4.27,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_345,2027,Horace Malbrough,RB,Backfield,COL0129,Emberton Tech,20,66,218,58.4,Round 6,46,65,58,4.38,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_346,2027,Colby Brinkley,EDGE,Front Seven,COL0135,Larkspur University,22,75,251,53.6,Round 7,42,75,40,4.48,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_347,2027,Vance Vinovich,S,Secondary,COL0192,Pinehurst Valley Tech,20,72,196,39.7,Priority UDFA,35,54,37,4.69,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_348,2027,Nolan Cundiff,OG,O-Line,COL0205,Lakemont University,21,74,329,57.9,Round 7,45,74,21,4.75,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_349,2027,Cairo Kerrigan,WR,Receiver,COL0208,Lakemont College,21,73,200,47.5,Priority UDFA,38,63,43,4.57,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_350,2027,Manny Terrazas,S,Secondary,COL0161,Granite Bay State Tech,21,72,205,72.9,Round 4,61,81,51,4.38,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_351,2027,Finnian Yoshida,CB,Secondary,COL0075,Cypress Hollow College,20,72,196,61.0,Round 6,55,71,47,4.42,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_352,2027,Elias Bolduc,P,Specialist,COL0091,Westmoor State Tech,20,75,208,62.1,Round 6,52,68,30,4.42,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_353,2027,Fletcher Warrick,S,Secondary,COL0073,Cypress Hollow Tech,22,73,199,66.9,Round 5,59,78,53,4.34,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_354,2027,Quade Brody,TE,Receiver,COL0159,Granite Bay College,22,79,245,61.4,Round 6,52,83,67,4.58,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_355,2027,Colby Ferrante,LB,Front Seven,COL0076,Cypress Hollow Institute,22,74,238,64.0,Round 5,57,69,13,4.49,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_356,2027,Otto Wheelwright,CB,Secondary,COL0256,Bramblewood A&M,21,67,200,50.2,Priority UDFA,44,59,39,4.42,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_357,2027,Osmond Melchior,OT,O-Line,COL0134,Larkspur State,22,76,320,71.8,Round 4,66,78,38,4.72,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_358,2027,Armand Gallardo,TE,Receiver,COL0001,Calderwood State,22,78,257,86.8,Round 1,75,96,64,4.26,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_359,2027,Alaric Chenoweth,P,Specialist,COL0170,Harrowgate University,21,72,242,75.4,Round 3,67,85,22,4.22,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_360,2027,Isaiah Dumervil,EDGE,Front Seven,COL0079,Iron Gate University,23,75,257,75.0,Round 3,69,92,35,4.64,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_361,2027,Ladarius Weddington,WR,Receiver,COL0122,Falcon Ridge Tech,22,72,185,50.2,Priority UDFA,42,59,25,4.46,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_362,2027,Eero Gradkowski,RB,Backfield,COL0198,Copper Creek University,21,70,200,74.6,Round 3,61,81,46,4.62,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_363,2027,Lemuel Taliaferro,RB,Backfield,COL0255,Bramblewood Tech,21,69,212,61.0,Round 6,53,74,34,4.4,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_364,2027,Rigby Zylstra,WR,Receiver,COL0049,Northcrest State Tech,22,72,200,75.3,Round 3,68,81,36,4.33,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_365,2027,Rufus Culpepper,OG,O-Line,COL0012,Fort Grayson College,20,74,328,50.3,Priority UDFA,42,60,30,4.65,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_366,2027,Baldwin Cantrell,DT,Front Seven,COL0185,Sunderland Tech,22,74,302,55.7,Round 7,44,73,14,4.67,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_367,2027,Jeremiah Ruggiero,QB,Quarterback,COL0132,Emberton Institute,23,72,227,76.8,Round 3,65,96,31,4.45,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_368,2027,Reeves Swaggerty,QB,Quarterback,COL0007,Calderwood State Tech,21,75,225,76.7,Round 3,72,85,51,4.42,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_369,2027,Maxton Stenberg,OG,O-Line,COL0200,Copper Creek A&M,20,75,311,81.4,Round 2,70,97,46,4.68,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_370,2027,Bexley Farrow,OT,O-Line,COL0187,Sunderland College,22,78,294,53.0,Priority UDFA,47,61,68,4.74,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_371,2027,Roderick Dorsett,CB,Secondary,COL0087,Westmoor Tech,24,70,205,48.3,Priority UDFA,44,67,90,4.51,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_372,2027,Sherman Pouncey,LB,Front Seven,COL0217,Ravensburg State Tech,21,72,241,62.6,Round 6,57,68,26,4.49,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_373,2027,Edison Skowronek,CB,Secondary,COL0252,Winslow State Tech,22,71,195,86.2,Round 1,78,99,33,4.26,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_374,2027,Rhett Hickenbotham,DT,Front Seven,COL0016,Ashfield University,22,75,306,64.8,Round 5,60,73,33,4.7,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_375,2027,Sable Tenpenny,EDGE,Front Seven,COL0147,Whitepine State Tech,22,75,243,56.5,Round 7,52,66,54,4.73,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_376,2027,Bexley Ludwig,CB,Secondary,COL0036,Kelvinridge State,22,73,199,48.4,Priority UDFA,40,63,38,4.22,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_377,2027,Cortez Windham,DT,Front Seven,COL0144,Whitepine A&M,20,74,297,47.7,Priority UDFA,36,62,73,4.79,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_378,2027,Montell Wortham,EDGE,Front Seven,COL0160,Granite Bay Institute,22,78,256,48.2,Priority UDFA,38,64,67,4.7,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_379,2027,Malachi Sagapolutele,OT,O-Line,COL0154,Cedar Falls State Tech,21,75,314,63.2,Round 5,51,69,26,4.59,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_380,2027,Ansel Garrison,S,Secondary,COL0061,Havenport College,21,71,204,58.8,Round 6,45,70,42,4.43,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_381,2027,Kamari Tolbert,K,Specialist,COL0065,Silverlake University,23,75,178,55.9,Round 7,45,76,34,4.64,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_382,2027,Tanner Cantrell,QB,Quarterback,COL0192,Pinehurst Valley Tech,21,74,220,62.5,Round 6,57,81,36,4.37,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_383,2027,Kolby Mattison,WR,Receiver,COL0159,Granite Bay College,20,70,207,55.0,Round 7,41,62,29,4.54,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_384,2027,Gunner Tanguay,EDGE,Front Seven,COL0242,Talbot A&M,21,74,254,63.1,Round 5,54,82,81,4.5,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_385,2027,Silas Avilés,WR,Receiver,COL0224,Foxcroft State Tech,21,70,208,45.7,Priority UDFA,37,54,28,4.37,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_386,2027,Maurice Rombach,WR,Receiver,COL0140,Larkspur State Tech,22,72,188,65.1,Round 5,57,71,78,4.39,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_387,2027,Tate Oosterhout,EDGE,Front Seven,COL0090,Westmoor Institute,21,76,249,49.6,Priority UDFA,37,65,71,4.74,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_388,2027,Solomon Terrazas,OT,O-Line,COL0079,Iron Gate University,22,77,306,47.9,Priority UDFA,40,59,43,4.63,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_389,2027,Nathanial Vannett,LB,Front Seven,COL0218,Foxcroft State,20,74,240,49.3,Priority UDFA,36,65,59,4.43,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_390,2027,Salvatore Salvador,K,Specialist,COL0147,Whitepine State Tech,22,70,199,43.9,Priority UDFA,35,50,45,4.48,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_391,2027,Ridge Lanphier,S,Secondary,COL0208,Lakemont College,22,68,210,69.8,Round 4,64,75,44,4.35,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_392,2027,Zaire Delacruz,K,Specialist,COL0040,Kelvinridge College,21,75,181,51.9,Priority UDFA,46,64,53,4.36,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
